town,year,group,deaths
Wallingford,2024,Driver/Passenger,6
Wallingford,2024,Pedestrian/Cyclist/Other,1
Wallingford,2025,Driver/Passenger,4
Wallingford,2025,Pedestrian/Cyclist/Other,1
Warren,2015,Driver/Passenger,1
Warren,2017,Driver/Passenger,1
Washington,2017,Driver/Passenger,4
Washington,2021,Driver/Passenger,1
Washington,2025,Pedestrian/Cyclist/Other,1
Waterbury,2015,Driver/Passenger,15
Waterbury,2015,Pedestrian/Cyclist/Other,4
Waterbury,2016,Driver/Passenger,10
Waterbury,2016,Pedestrian/Cyclist/Other,3
Waterbury,2017,Driver/Passenger,14
Waterbury,2017,Pedestrian/Cyclist/Other,6
Waterbury,2018,Driver/Passenger,7
Waterbury,2018,Pedestrian/Cyclist/Other,3
Waterbury,2019,Driver/Passenger,8
Waterbury,2019,Pedestrian/Cyclist/Other,4
Waterbury,2020,Driver/Passenger,7
Waterbury,2020,Pedestrian/Cyclist/Other,6
Waterbury,2021,Driver/Passenger,6
Waterbury,2021,Pedestrian/Cyclist/Other,1
Waterbury,2022,Driver/Passenger,15
Waterbury,2022,Pedestrian/Cyclist/Other,6
Waterbury,2023,Driver/Passenger,13
Waterbury,2023,Pedestrian/Cyclist/Other,3
Waterbury,2024,Driver/Passenger,13
Waterbury,2024,Pedestrian/Cyclist/Other,6
Waterbury,2025,Driver/Passenger,9
Waterbury,2025,Pedestrian/Cyclist/Other,1
Waterford,2016,Driver/Passenger,1
Waterford,2017,Driver/Passenger,1
Waterford,2017,Pedestrian/Cyclist/Other,1
Waterford,2018,Driver/Passenger,3
Waterford,2020,Pedestrian/Cyclist/Other,1
Waterford,2023,Driver/Passenger,4
Waterford,2023,Pedestrian/Cyclist/Other,1
Waterford,2025,Driver/Passenger,1
Watertown,2015,Driver/Passenger,1
Watertown,2015,Pedestrian/Cyclist/Other,1
Watertown,2016,Driver/Passenger,1
Watertown,2016,Pedestrian/Cyclist/Other,1
Watertown,2018,Driver/Passenger,1
Watertown,2018,Pedestrian/Cyclist/Other,1
Watertown,2019,Driver/Passenger,4
Watertown,2020,Driver/Passenger,2
Watertown,2022,Driver/Passenger,2
Watertown,2023,Driver/Passenger,1
Watertown,2025,Driver/Passenger,2
West Hartford,2015,Pedestrian/Cyclist/Other,1
West Hartford,2016,Driver/Passenger,2
West Hartford,2016,Pedestrian/Cyclist/Other,1
West Hartford,2017,Driver/Passenger,1
West Hartford,2017,Pedestrian/Cyclist/Other,1
West Hartford,2018,Pedestrian/Cyclist/Other,1
West Hartford,2020,Pedestrian/Cyclist/Other,1
West Hartford,2022,Driver/Passenger,4
West Hartford,2022,Pedestrian/Cyclist/Other,3
West Hartford,2023,Driver/Passenger,3
West Hartford,2024,Driver/Passenger,2
West Hartford,2024,Pedestrian/Cyclist/Other,3
West Hartford,2025,Driver/Passenger,1
West Hartford,2025,Pedestrian/Cyclist/Other,1
West Haven,2015,Driver/Passenger,1
West Haven,2016,Driver/Passenger,3
West Haven,2016,Pedestrian/Cyclist/Other,1
West Haven,2017,Driver/Passenger,4
West Haven,2017,Pedestrian/Cyclist/Other,2
West Haven,2018,Driver/Passenger,3
West Haven,2018,Pedestrian/Cyclist/Other,2
West Haven,2019,Pedestrian/Cyclist/Other,2
West Haven,2020,Driver/Passenger,3
West Haven,2020,Pedestrian/Cyclist/Other,1
West Haven,2021,Driver/Passenger,1
West Haven,2021,Pedestrian/Cyclist/Other,1
West Haven,2022,Driver/Passenger,5
West Haven,2022,Pedestrian/Cyclist/Other,1
West Haven,2023,Driver/Passenger,1
West Haven,2024,Driver/Passenger,6
West Haven,2024,Pedestrian/Cyclist/Other,3
West Haven,2025,Driver/Passenger,1
Westbrook,2015,Driver/Passenger,2
Westbrook,2016,Pedestrian/Cyclist/Other,1
Westbrook,2018,Driver/Passenger,2
Westbrook,2019,Pedestrian/Cyclist/Other,1
Westbrook,2020,Driver/Passenger,1
Westbrook,2021,Driver/Passenger,1
Westbrook,2022,Driver/Passenger,2
Westbrook,2023,Driver/Passenger,2
Westbrook,2024,Driver/Passenger,4
Westbrook,2025,Driver/Passenger,3
Weston,2019,Driver/Passenger,1
Weston,2020,Driver/Passenger,2
Weston,2021,Driver/Passenger,1
Westport,2015,Driver/Passenger,1
Westport,2016,Driver/Passenger,5
Westport,2017,Driver/Passenger,3
Westport,2018,Driver/Passenger,1
Westport,2019,Driver/Passenger,2
Westport,2019,Pedestrian/Cyclist/Other,1
Westport,2020,Driver/Passenger,2
Westport,2022,Driver/Passenger,1
Westport,2023,Driver/Passenger,2
Westport,2023,Pedestrian/Cyclist/Other,1
Westport,2024,Driver/Passenger,1
Westport,2025,Pedestrian/Cyclist/Other,1
Wethersfield,2015,Pedestrian/Cyclist/Other,2
Wethersfield,2016,Driver/Passenger,1
Wethersfield,2016,Pedestrian/Cyclist/Other,1
Wethersfield,2017,Driver/Passenger,5
Wethersfield,2019,Driver/Passenger,3
Wethersfield,2020,Driver/Passenger,1
Wethersfield,2020,Pedestrian/Cyclist/Other,3
Wethersfield,2021,Driver/Passenger,2
Wethersfield,2021,Pedestrian/Cyclist/Other,3
Wethersfield,2022,Pedestrian/Cyclist/Other,2
Wethersfield,2023,Driver/Passenger,7
Wethersfield,2024,Driver/Passenger,1
Wethersfield,2025,Driver/Passenger,3
Willington,2015,Driver/Passenger,1
Willington,2016,Driver/Passenger,1
Willington,2018,Driver/Passenger,1
Willington,2019,Driver/Passenger,2
Willington,2020,Driver/Passenger,2
Willington,2022,Pedestrian/Cyclist/Other,1
Willington,2023,Driver/Passenger,1
Willington,2024,Driver/Passenger,3
Wilton,2015,Driver/Passenger,1
Wilton,2016,Pedestrian/Cyclist/Other,1
Wilton,2017,Driver/Passenger,1
Wilton,2022,Driver/Passenger,1
Wilton,2022,Pedestrian/Cyclist/Other,1
Wilton,2023,Driver/Passenger,1
Winchester,2018,Driver/Passenger,3
Winchester,2019,Driver/Passenger,1
Winchester,2020,Driver/Passenger,3
Winchester,2021,Driver/Passenger,1
Winchester,2022,Driver/Passenger,1
Winchester,2023,Driver/Passenger,2
Winchester,2025,Driver/Passenger,1
Windham,2015,Driver/Passenger,1
Windham,2016,Driver/Passenger,3
Windham,2017,Driver/Passenger,1
Windham,2017,Pedestrian/Cyclist/Other,1
Windham,2018,Driver/Passenger,1
Windham,2019,Driver/Passenger,1
Windham,2020,Driver/Passenger,1
Windham,2021,Driver/Passenger,3
Windham,2021,Pedestrian/Cyclist/Other,1
Windham,2022,Driver/Passenger,3
Windham,2023,Pedestrian/Cyclist/Other,1
Windham,2024,Pedestrian/Cyclist/Other,1
Windham,2025,Driver/Passenger,1
Windsor,2016,Driver/Passenger,1
Windsor,2018,Driver/Passenger,2
Windsor,2018,Pedestrian/Cyclist/Other,1
Windsor,2019,Driver/Passenger,2
Windsor,2020,Driver/Passenger,4
Windsor,2020,Pedestrian/Cyclist/Other,1
Windsor,2021,Driver/Passenger,2
Windsor,2022,Driver/Passenger,3
Windsor,2023,Driver/Passenger,4
Windsor,2024,Driver/Passenger,8
Windsor Locks,2016,Driver/Passenger,1
Windsor Locks,2016,Pedestrian/Cyclist/Other,1
Windsor Locks,2018,Pedestrian/Cyclist/Other,2
Windsor Locks,2021,Driver/Passenger,1
Windsor Locks,2022,Driver/Passenger,1
Windsor Locks,2024,Driver/Passenger,1
Windsor Locks,2025,Driver/Passenger,1
Wolcott,2017,Driver/Passenger,1
Wolcott,2018,Driver/Passenger,1
Wolcott,2018,Pedestrian/Cyclist/Other,1
Wolcott,2020,Driver/Passenger,1
Wolcott,2022,Driver/Passenger,1
Wolcott,2023,Driver/Passenger,1
Wolcott,2024,Driver/Passenger,3
Woodbridge,2015,Pedestrian/Cyclist/Other,1
Woodbridge,2016,Driver/Passenger,2
Woodbridge,2019,Driver/Passenger,1
Woodbridge,2020,Driver/Passenger,3
Woodbridge,2021,Driver/Passenger,2
Woodbridge,2021,Pedestrian/Cyclist/Other,2
Woodbridge,2022,Driver/Passenger,1
Woodbridge,2023,Driver/Passenger,2
Woodbridge,2024,Driver/Passenger,1
Woodbury,2015,Driver/Passenger,1
Woodbury,2017,Driver/Passenger,3
Woodbury,2018,Driver/Passenger,1
Woodbury,2020,Pedestrian/Cyclist/Other,1
Woodbury,2022,Driver/Passenger,1
Woodbury,2023,Driver/Passenger,2
Woodbury,2025,Driver/Passenger,1
Woodstock,2017,Driver/Passenger,2
Woodstock,2021,Driver/Passenger,2
Woodstock,2023,Driver/Passenger,2
Woodstock,2024,Driver/Passenger,2
