town,year,group,total_crashes,fatal_crashes,injury_or_fatal_crashes
Woodbridge,2022,Pedestrian/Cyclist/Other,4,0,4
Woodbridge,2023,Driver/Passenger,305,2,76
Woodbridge,2023,Pedestrian/Cyclist/Other,1,0,0
Woodbridge,2024,Driver/Passenger,276,1,74
Woodbridge,2024,Pedestrian/Cyclist/Other,4,0,4
Woodbridge,2025,Driver/Passenger,327,0,67
Woodbridge,2025,Pedestrian/Cyclist/Other,1,0,0
Woodbury,2015,Driver/Passenger,175,1,43
Woodbury,2015,Pedestrian/Cyclist/Other,2,0,2
Woodbury,2016,Driver/Passenger,147,0,41
Woodbury,2016,Pedestrian/Cyclist/Other,2,0,2
Woodbury,2017,Driver/Passenger,144,2,32
Woodbury,2017,Pedestrian/Cyclist/Other,1,0,1
Woodbury,2018,Driver/Passenger,155,1,32
Woodbury,2018,Pedestrian/Cyclist/Other,1,0,1
Woodbury,2019,Driver/Passenger,147,0,48
Woodbury,2019,Pedestrian/Cyclist/Other,1,0,0
Woodbury,2020,Driver/Passenger,113,0,34
Woodbury,2020,Pedestrian/Cyclist/Other,2,1,2
Woodbury,2021,Driver/Passenger,126,0,33
Woodbury,2021,Pedestrian/Cyclist/Other,1,0,1
Woodbury,2022,Driver/Passenger,151,1,36
Woodbury,2022,Pedestrian/Cyclist/Other,2,0,2
Woodbury,2023,Driver/Passenger,142,2,42
Woodbury,2024,Driver/Passenger,137,0,36
Woodbury,2024,Pedestrian/Cyclist/Other,1,0,1
Woodbury,2025,Driver/Passenger,135,1,46
Woodbury,2025,Pedestrian/Cyclist/Other,1,0,1
Woodstock,2015,Driver/Passenger,92,0,32
Woodstock,2015,Pedestrian/Cyclist/Other,1,0,1
Woodstock,2016,Driver/Passenger,104,0,24
Woodstock,2016,Pedestrian/Cyclist/Other,3,0,3
Woodstock,2017,Driver/Passenger,91,2,30
Woodstock,2018,Driver/Passenger,95,0,30
Woodstock,2019,Driver/Passenger,98,0,30
Woodstock,2020,Driver/Passenger,62,0,24
Woodstock,2020,Pedestrian/Cyclist/Other,2,0,2
Woodstock,2021,Driver/Passenger,75,2,32
Woodstock,2021,Pedestrian/Cyclist/Other,1,0,1
Woodstock,2022,Driver/Passenger,78,0,21
Woodstock,2023,Driver/Passenger,87,2,21
Woodstock,2024,Driver/Passenger,92,2,22
Woodstock,2025,Driver/Passenger,83,0,26
