town,year,crash_type,total_crashes,fatal_crashes,injury_or_fatal_crashes
Trumbull,2013,Vehicle/vehicle,955,2,234
Trumbull,2014,Cyclist/vehicle,1,0,1
Trumbull,2014,Pedestrian/vehicle,5,0,5
Trumbull,2014,Vehicle/vehicle,868,2,209
Union,2010,Vehicle/vehicle,84,1,16
Union,2011,Vehicle/vehicle,69,2,20
Union,2012,Pedestrian/vehicle,1,0,0
Union,2012,Vehicle/vehicle,75,1,15
Union,2013,Vehicle/vehicle,59,0,10
Union,2014,Vehicle/vehicle,54,0,15
Vernon,2010,Cyclist/vehicle,4,0,3
Vernon,2010,Pedestrian/vehicle,2,0,2
Vernon,2010,Vehicle/vehicle,754,0,186
Vernon,2011,Cyclist/vehicle,3,0,3
Vernon,2011,Pedestrian/vehicle,6,0,6
Vernon,2011,Vehicle/vehicle,685,0,169
Vernon,2012,Cyclist/vehicle,4,0,4
Vernon,2012,Pedestrian/vehicle,3,1,3
Vernon,2012,Vehicle/vehicle,703,3,171
Vernon,2013,Cyclist/vehicle,2,0,1
Vernon,2013,Pedestrian/vehicle,6,2,6
Vernon,2013,Vehicle/vehicle,662,1,186
Vernon,2014,Cyclist/vehicle,6,0,5
Vernon,2014,Pedestrian/vehicle,9,1,8
Vernon,2014,Vehicle/vehicle,739,1,181
Voluntown,2010,Vehicle/vehicle,43,1,20
Voluntown,2011,Vehicle/vehicle,34,1,10
Voluntown,2012,Vehicle/vehicle,38,0,9
Voluntown,2013,Vehicle/vehicle,31,0,8
Voluntown,2014,Vehicle/vehicle,34,0,11
Wallingford,2010,Cyclist/vehicle,4,0,4
Wallingford,2010,Pedestrian/vehicle,3,1,3
Wallingford,2010,Vehicle/vehicle,1122,3,301
Wallingford,2011,Cyclist/vehicle,2,0,2
Wallingford,2011,Pedestrian/vehicle,3,0,2
Wallingford,2011,Vehicle/vehicle,826,1,220
Wallingford,2012,Cyclist/vehicle,1,0,1
Wallingford,2012,Pedestrian/vehicle,5,0,5
Wallingford,2012,Vehicle/vehicle,1299,0,330
Wallingford,2013,Cyclist/vehicle,6,0,4
Wallingford,2013,Pedestrian/vehicle,11,0,10
Wallingford,2013,Vehicle/vehicle,1251,3,305
Wallingford,2014,Cyclist/vehicle,5,0,5
Wallingford,2014,Pedestrian/vehicle,12,0,12
Wallingford,2014,Vehicle/vehicle,1289,3,345
Warren,2010,Vehicle/vehicle,20,1,6
Warren,2011,Vehicle/vehicle,19,0,9
Warren,2012,Vehicle/vehicle,18,0,5
Warren,2013,Vehicle/vehicle,13,0,6
Warren,2014,Vehicle/vehicle,16,0,2
Washington,2010,Pedestrian/vehicle,1,0,1
Washington,2010,Vehicle/vehicle,82,1,18
Washington,2011,Cyclist/vehicle,1,0,1
Washington,2011,Pedestrian/vehicle,1,0,1
Washington,2011,Vehicle/vehicle,71,0,17
Washington,2012,Cyclist/vehicle,1,0,1
Washington,2012,Vehicle/vehicle,73,1,15
Washington,2013,Vehicle/vehicle,75,1,17
Washington,2014,Vehicle/vehicle,61,0,12
Waterbury,2010,Cyclist/vehicle,30,0,26
Waterbury,2010,Pedestrian/vehicle,97,1,87
Waterbury,2010,Vehicle/vehicle,4964,3,1215
Waterbury,2011,Cyclist/vehicle,21,0,21
Waterbury,2011,Pedestrian/vehicle,73,1,70
Waterbury,2011,Vehicle/vehicle,3246,7,1193
Waterbury,2012,Cyclist/vehicle,15,0,13
Waterbury,2012,Pedestrian/vehicle,87,8,81
Waterbury,2012,Vehicle/vehicle,4296,6,1054
Waterbury,2013,Cyclist/vehicle,15,0,9
Waterbury,2013,Pedestrian/vehicle,89,2,81
Waterbury,2013,Vehicle/vehicle,4218,7,975
Waterbury,2014,Cyclist/vehicle,26,0,21
Waterbury,2014,Pedestrian/vehicle,85,2,77
Waterbury,2014,Vehicle/vehicle,4730,4,1146
Waterford,2010,Cyclist/vehicle,3,0,3
Waterford,2010,Pedestrian/vehicle,2,1,2
Waterford,2010,Vehicle/vehicle,603,0,129
Waterford,2011,Cyclist/vehicle,2,0,2
Waterford,2011,Pedestrian/vehicle,5,0,5
Waterford,2011,Vehicle/vehicle,512,1,111
Waterford,2012,Cyclist/vehicle,1,0,1
Waterford,2012,Pedestrian/vehicle,3,0,3
Waterford,2012,Vehicle/vehicle,616,1,129
Waterford,2013,Cyclist/vehicle,2,0,1
Waterford,2013,Pedestrian/vehicle,3,1,3
Waterford,2013,Vehicle/vehicle,574,0,111
Waterford,2014,Cyclist/vehicle,1,0,1
Waterford,2014,Pedestrian/vehicle,1,0,1
Waterford,2014,Vehicle/vehicle,539,2,115
Watertown,2010,Cyclist/vehicle,2,0,1
Watertown,2010,Pedestrian/vehicle,2,1,2
Watertown,2010,Vehicle/vehicle,569,1,123
Watertown,2011,Cyclist/vehicle,1,0,1
Watertown,2011,Pedestrian/vehicle,4,0,4
Watertown,2011,Vehicle/vehicle,466,1,165
Watertown,2012,Cyclist/vehicle,3,0,3
Watertown,2012,Pedestrian/vehicle,6,0,6
Watertown,2012,Vehicle/vehicle,501,4,119
Watertown,2013,Cyclist/vehicle,2,0,2
Watertown,2013,Pedestrian/vehicle,4,0,2
Watertown,2013,Vehicle/vehicle,485,0,88
Watertown,2014,Pedestrian/vehicle,2,0,2
Watertown,2014,Vehicle/vehicle,504,2,105
West Hartford,2010,Cyclist/vehicle,18,0,13
West Hartford,2010,Pedestrian/vehicle,18,0,15
West Hartford,2010,Vehicle/vehicle,1727,0,438
West Hartford,2011,Cyclist/vehicle,7,0,6
West Hartford,2011,Pedestrian/vehicle,12,0,11
West Hartford,2011,Vehicle/vehicle,1042,1,336
West Hartford,2012,Cyclist/vehicle,19,0,16
West Hartford,2012,Pedestrian/vehicle,15,0,13
West Hartford,2012,Vehicle/vehicle,1811,0,470
West Hartford,2013,Cyclist/vehicle,15,0,14
West Hartford,2013,Pedestrian/vehicle,11,0,11
West Hartford,2013,Vehicle/vehicle,1847,3,456
West Hartford,2014,Cyclist/vehicle,15,0,12
West Hartford,2014,Pedestrian/vehicle,17,0,17
West Hartford,2014,Vehicle/vehicle,1663,4,434
West Haven,2010,Cyclist/vehicle,16,0,13
West Haven,2010,Pedestrian/vehicle,32,0,29
West Haven,2010,Vehicle/vehicle,1890,0,424
West Haven,2011,Cyclist/vehicle,7,0,7
West Haven,2011,Pedestrian/vehicle,24,0,22
West Haven,2011,Vehicle/vehicle,1357,3,416
West Haven,2012,Cyclist/vehicle,14,0,11
West Haven,2012,Pedestrian/vehicle,27,1,25
West Haven,2012,Vehicle/vehicle,1606,4,382
West Haven,2013,Cyclist/vehicle,14,0,11
West Haven,2013,Pedestrian/vehicle,24,1,21
West Haven,2013,Vehicle/vehicle,1674,4,397
West Haven,2014,Cyclist/vehicle,17,0,16
West Haven,2014,Pedestrian/vehicle,25,0,20
West Haven,2014,Vehicle/vehicle,1716,0,412
Westbrook,2010,Cyclist/vehicle,1,0,1
Westbrook,2010,Pedestrian/vehicle,1,0,1
Westbrook,2010,Vehicle/vehicle,150,2,37
Westbrook,2011,Cyclist/vehicle,1,0,1
Westbrook,2011,Pedestrian/vehicle,2,0,2
Westbrook,2011,Vehicle/vehicle,138,1,42
Westbrook,2012,Pedestrian/vehicle,2,0,2
Westbrook,2012,Vehicle/vehicle,154,0,40
Westbrook,2013,Cyclist/vehicle,1,0,1
Westbrook,2013,Pedestrian/vehicle,1,0,1
Westbrook,2013,Vehicle/vehicle,187,0,52
Westbrook,2014,Cyclist/vehicle,3,0,2
Westbrook,2014,Vehicle/vehicle,177,1,39
Weston,2010,Cyclist/vehicle,2,0,2
Weston,2010,Vehicle/vehicle,123,1,36
Weston,2011,Cyclist/vehicle,1,0,1
Weston,2011,Vehicle/vehicle,92,0,32
Weston,2012,Vehicle/vehicle,85,1,26
Weston,2013,Cyclist/vehicle,2,0,2
Weston,2013,Vehicle/vehicle,76,0,19
Weston,2014,Cyclist/vehicle,2,0,2
Weston,2014,Pedestrian/vehicle,1,0,1
Weston,2014,Vehicle/vehicle,63,0,20
Westport,2010,Cyclist/vehicle,8,0,7
Westport,2010,Pedestrian/vehicle,10,2,10
Westport,2010,Vehicle/vehicle,1272,3,287
Westport,2011,Cyclist/vehicle,6,0,6
Westport,2011,Pedestrian/vehicle,5,0,4
Westport,2011,Vehicle/vehicle,1124,2,295
Westport,2012,Cyclist/vehicle,7,0,7
Westport,2012,Pedestrian/vehicle,7,0,7
Westport,2012,Vehicle/vehicle,1241,3,295
Westport,2013,Cyclist/vehicle,3,0,3
Westport,2013,Pedestrian/vehicle,9,1,7
Westport,2013,Vehicle/vehicle,1284,2,283
Westport,2014,Cyclist/vehicle,6,0,5
Westport,2014,Pedestrian/vehicle,5,0,5
Westport,2014,Vehicle/vehicle,1261,1,271
Wethersfield,2010,Cyclist/vehicle,2,0,2
Wethersfield,2010,Pedestrian/vehicle,2,0,2
Wethersfield,2010,Vehicle/vehicle,773,1,173
Wethersfield,2011,Cyclist/vehicle,5,0,3
Wethersfield,2011,Pedestrian/vehicle,3,0,3
Wethersfield,2011,Vehicle/vehicle,759,1,190
Wethersfield,2012,Cyclist/vehicle,3,0,3
Wethersfield,2012,Pedestrian/vehicle,5,1,5
Wethersfield,2012,Vehicle/vehicle,803,2,173
Wethersfield,2013,Cyclist/vehicle,3,0,1
Wethersfield,2013,Pedestrian/vehicle,4,2,4
Wethersfield,2013,Vehicle/vehicle,827,0,192
Wethersfield,2014,Cyclist/vehicle,3,0,3
Wethersfield,2014,Pedestrian/vehicle,1,0,1
Wethersfield,2014,Vehicle/vehicle,828,1,163
Willington,2010,Pedestrian/vehicle,1,0,1
Willington,2010,Vehicle/vehicle,147,2,41
Willington,2011,Vehicle/vehicle,123,1,28
Willington,2012,Vehicle/vehicle,115,0,23
Willington,2013,Vehicle/vehicle,127,5,30
Willington,2014,Vehicle/vehicle,130,2,24
Wilton,2010,Cyclist/vehicle,1,0,1
Wilton,2010,Pedestrian/vehicle,1,0,1
Wilton,2010,Vehicle/vehicle,450,0,110
Wilton,2011,Cyclist/vehicle,2,0,2
Wilton,2011,Pedestrian/vehicle,3,0,2
Wilton,2011,Vehicle/vehicle,369,2,106
Wilton,2012,Pedestrian/vehicle,3,0,3
Wilton,2012,Vehicle/vehicle,433,2,90
Wilton,2013,Cyclist/vehicle,3,0,3
Wilton,2013,Pedestrian/vehicle,5,0,4
Wilton,2013,Vehicle/vehicle,507,0,137
Wilton,2014,Cyclist/vehicle,2,0,2
Wilton,2014,Pedestrian/vehicle,2,0,2
Wilton,2014,Vehicle/vehicle,508,1,81
Winchester,2010,Cyclist/vehicle,2,0,1
Winchester,2010,Pedestrian/vehicle,2,1,2
Winchester,2010,Vehicle/vehicle,309,0,52
Winchester,2011,Cyclist/vehicle,5,0,4
Winchester,2011,Pedestrian/vehicle,4,1,4
Winchester,2011,Vehicle/vehicle,234,0,58
Winchester,2012,Cyclist/vehicle,2,0,0
Winchester,2012,Pedestrian/vehicle,3,0,3
Winchester,2012,Vehicle/vehicle,251,0,43
Winchester,2013,Cyclist/vehicle,2,0,1
Winchester,2013,Pedestrian/vehicle,1,0,1
Winchester,2013,Vehicle/vehicle,260,0,39
Winchester,2014,Cyclist/vehicle,2,0,2
Winchester,2014,Pedestrian/vehicle,1,0,1
Winchester,2014,Vehicle/vehicle,254,0,47
Windham,2010,Cyclist/vehicle,7,0,5
Windham,2010,Pedestrian/vehicle,13,0,13
Windham,2010,Vehicle/vehicle,632,3,132
Windham,2011,Cyclist/vehicle,11,1,8
Windham,2011,Pedestrian/vehicle,3,0,2
Windham,2011,Vehicle/vehicle,477,2,111
Windham,2012,Cyclist/vehicle,6,0,6
Windham,2012,Pedestrian/vehicle,7,0,6
Windham,2012,Vehicle/vehicle,501,0,95
Windham,2013,Cyclist/vehicle,3,0,2
Windham,2013,Pedestrian/vehicle,5,0,5
Windham,2013,Vehicle/vehicle,555,0,101
Windham,2014,Cyclist/vehicle,8,0,8
Windham,2014,Pedestrian/vehicle,4,0,3
Windham,2014,Vehicle/vehicle,463,2,82
Windsor,2010,Cyclist/vehicle,4,0,3
Windsor,2010,Pedestrian/vehicle,10,2,10
Windsor,2010,Vehicle/vehicle,941,3,218
Windsor,2011,Cyclist/vehicle,3,0,3
Windsor,2011,Pedestrian/vehicle,5,0,5
Windsor,2011,Vehicle/vehicle,901,0,238
Windsor,2012,Cyclist/vehicle,1,0,1
Windsor,2012,Pedestrian/vehicle,7,0,7
Windsor,2012,Vehicle/vehicle,922,3,235
Windsor,2013,Cyclist/vehicle,5,0,4
Windsor,2013,Pedestrian/vehicle,5,0,4
Windsor,2013,Vehicle/vehicle,920,3,211
Windsor,2014,Cyclist/vehicle,4,0,4
Windsor,2014,Pedestrian/vehicle,3,0,3
Windsor,2014,Vehicle/vehicle,888,0,192
Windsor Locks,2010,Cyclist/vehicle,3,1,3
Windsor Locks,2010,Pedestrian/vehicle,6,0,6
Windsor Locks,2010,Vehicle/vehicle,263,0,64
Windsor Locks,2011,Vehicle/vehicle,94,0,28
Windsor Locks,2012,Cyclist/vehicle,1,0,1
Windsor Locks,2012,Pedestrian/vehicle,2,0,2
Windsor Locks,2012,Vehicle/vehicle,243,0,78
Windsor Locks,2013,Cyclist/vehicle,9,0,8
Windsor Locks,2013,Pedestrian/vehicle,2,0,2
Windsor Locks,2013,Vehicle/vehicle,296,1,78
Windsor Locks,2014,Cyclist/vehicle,2,0,2
Windsor Locks,2014,Pedestrian/vehicle,6,0,5
Windsor Locks,2014,Vehicle/vehicle,257,0,47
Wolcott,2010,Pedestrian/vehicle,1,1,1
Wolcott,2010,Vehicle/vehicle,268,1,66
Wolcott,2011,Cyclist/vehicle,2,0,2
Wolcott,2011,Vehicle/vehicle,222,0,73
Wolcott,2012,Pedestrian/vehicle,1,0,1
Wolcott,2012,Vehicle/vehicle,252,0,76
Wolcott,2013,Pedestrian/vehicle,1,0,1
Wolcott,2013,Vehicle/vehicle,239,1,65
Wolcott,2014,Pedestrian/vehicle,2,0,1
Wolcott,2014,Vehicle/vehicle,248,0,71
Woodbridge,2010,Cyclist/vehicle,2,0,2
Woodbridge,2010,Vehicle/vehicle,301,3,75
Woodbridge,2011,Cyclist/vehicle,1,0,1
Woodbridge,2011,Pedestrian/vehicle,1,0,1
Woodbridge,2011,Vehicle/vehicle,272,1,97
Woodbridge,2012,Cyclist/vehicle,1,0,1
Woodbridge,2012,Vehicle/vehicle,261,1,60
Woodbridge,2013,Cyclist/vehicle,2,0,2
Woodbridge,2013,Pedestrian/vehicle,1,0,1
Woodbridge,2013,Vehicle/vehicle,315,1,73
Woodbridge,2014,Cyclist/vehicle,1,0,1
Woodbridge,2014,Pedestrian/vehicle,1,0,1
Woodbridge,2014,Vehicle/vehicle,310,0,78
Woodbury,2010,Cyclist/vehicle,1,0,0
Woodbury,2010,Vehicle/vehicle,195,0,44
Woodbury,2011,Cyclist/vehicle,1,0,1
Woodbury,2011,Vehicle/vehicle,134,0,37
Woodbury,2012,Vehicle/vehicle,163,0,37
Woodbury,2013,Cyclist/vehicle,1,0,1
Woodbury,2013,Pedestrian/vehicle,1,0,1
Woodbury,2013,Vehicle/vehicle,175,1,32
Woodbury,2014,Pedestrian/vehicle,1,0,1
Woodbury,2014,Vehicle/vehicle,161,0,36
Woodstock,2010,Pedestrian/vehicle,1,1,1
Woodstock,2010,Vehicle/vehicle,108,2,31
Woodstock,2011,Pedestrian/vehicle,1,1,1
Woodstock,2011,Vehicle/vehicle,69,0,21
Woodstock,2012,Vehicle/vehicle,114,0,28
Woodstock,2013,Cyclist/vehicle,3,0,2
Woodstock,2013,Pedestrian/vehicle,1,0,1
Woodstock,2013,Vehicle/vehicle,108,1,27
Woodstock,2014,Pedestrian/vehicle,1,1,1
Woodstock,2014,Vehicle/vehicle,80,0,19
